"id","name","street","zip","country_id/id","city","email","phone","is_jobseeker","lang"
"part_jobseeker_017","David Lindberg","Coldinutrappan 1",734 81,"base.se","ENSKEDE","david.lindberg@me.se","079 967 83 92",1,"sv_SE"
"part_jobseeker_018","Jesper Jakobsson","Crafoords Väg 51",178 21,"base.se","BENGTSFORS","jesper.jakobsson@me.se","073 196 92 46",1,"sv_SE"
"part_jobseeker_019","Gustav Magnusson","Creutzgatan 71",595 62,"base.se","PLATSINGE","gustav.magnusson@me.se","077 651 43 97",1,"sv_SE"
"part_jobseeker_020","Johan Olofsson","Dag Hammarskjölds Väg 28",714 46,"base.se","ADABORG","johan.olofsson@me.se","073 816 10 92",1,"sv_SE"
"part_jobseeker_021","Albin Lindström","Dalagatan 162",245 86,"base.se","PLATSINGE","albin.lindström@me.se","072 096 83 33",1,"sv_SE"
"part_jobseeker_022","Carl Lindqvist","Dalslandsgatan 17",859 14,"base.se","ADABORG","carl.lindqvist@me.se","071 437 61 65",1,"sv_SE"
"part_jobseeker_023","Sebastian Lindgren","Danderydsgatan 124",166 12,"base.se","ADABORG","sebastian.lindgren@me.se","073 033 03 21",1,"sv_SE"
"part_jobseeker_024","Adam Axelsson","Dannemoragatan 30",156 32,"base.se","ED","adam.axelsson@me.se","071 799 72 34",1,"sv_SE"
"part_jobseeker_025","Rasmus Berg","David Bagares Gata 95",208 70,"base.se","GÖTEBORG","rasmus.berg@me.se","072 079 52 12",1,"sv_SE"
"part_jobseeker_026","Andreas Bergström","De Geersgatan 88",942 88,"base.se","BROMMA","andreas.bergström@me.se","074 386 94 25",1,"sv_SE"
"part_jobseeker_027","Oliver Lundberg","Dianavägen 16",176 09,"base.se","BENGTSFORS","oliver.lundberg@me.se","078 931 95 25",1,"sv_SE"
"part_jobseeker_028","Axel Lind","Didrik Ficks Gränd 126",884 64,"base.se","ÅMÅL","axel.lind@me.se","078 643 41 49",1,"sv_SE"
"part_jobseeker_029","Kevin Lundgren","Disponentgatan 14",453 50,"base.se","PLATSINGE","kevin.lundgren@me.se","070 650 73 86",1,"sv_SE"
"part_jobseeker_030","Isak Lundqvist","Djurgårdsbrunnsvägen 44",464 93,"base.se","SKARA","isak.lundqvist@me.se","079 617 28 25",1,"sv_SE"
"part_jobseeker_031","Martin Mattsson","Djurgårdsslätten 185",713 86,"base.se","SKARA","martin.mattsson@me.se","078 215 47 36",1,"sv_SE"
"part_jobseeker_032","Felix Berglund","Djurgårdsvägen 29",221 44,"base.se","HÄLLEKIS","felix.berglund@me.se","073 895 78 89",1,"sv_SE"
"part_jobseeker_033","Samuel Fredriksson","Doktor Abelins Gata 196",443 15,"base.se","HÄLLEKIS","samuel.fredriksson@me.se","075 741 35 70",1,"sv_SE"
"part_jobseeker_034","Robin Sandberg","Drakenbergsgatan 151",157 35,"base.se","HEDEKAS","robin.sandberg@me.se","070 441 10 60",1,"sv_SE"
"part_jobseeker_035","Tobias Henriksson","Drakens Gränd 46",638 83,"base.se","MUNKEDAL","tobias.henriksson@me.se","072 835 77 87",1,"sv_SE"
"part_jobseeker_036","Pontus Forsberg","Drejargatan 119",545 24,"base.se","KARLSTAD","pontus.forsberg@me.se","071 077 72 17",1,"sv_SE"
"part_jobseeker_037","Christoffer Sjöberg","Drottning Kristinas Väg 1",762 88,"base.se","SOLNA","christoffer.sjöberg@me.se","072 066 16 05",1,"sv_SE"
"part_jobseeker_038","Mattias Wallin","Drottning Sofias Väg 114",497 06,"base.se","BROMMA","mattias.wallin@me.se","076 649 04 80",1,"sv_SE"
"part_jobseeker_039","Ludvig Ali","Drottninggatan 128",918 24,"base.se","SOLNA","ludvig.ali@me.se","072 198 79 80",1,"sv_SE"
"part_jobseeker_040","Fredrik Engström","Drottningholmsvägen 81",185 77,"base.se","SOLNA","fredrik.engström@me.se","077 090 44 96",1,"sv_SE"
"part_jobseeker_041","Hampus Mohamed","Drottninghusgränd 81",602 60,"base.se","SOLNA","hampus.mohamed@me.se","078 083 31 94",1,"sv_SE"
"part_jobseeker_042","Joel Eklund","Duvnäsgatan 130",679 16,"base.se","STOCKHOLM","joel.eklund@me.se","075 672 22 50",1,"sv_SE"
"part_jobseeker_043","Elias Danielsson","Döbelnsgatan 8",550 49,"base.se","SOLNA","elias.danielsson@me.se","076 186 51 00",1,"sv_SE"
"part_jobseeker_044","Niklas Lundin","Dörjgränd 116",494 22,"base.se","SOLNA","niklas.lundin@me.se","073 114 37 55",1,"sv_SE"
"part_jobseeker_045","Max Håkansson","Ehrensvärdsgatan 170",482 23,"base.se","STOCKHOLM","max.håkansson@me.se","075 932 39 80",1,"sv_SE"
"part_jobseeker_046","Joakim Björk","Ekehjelmstorget 36",416 59,"base.se","SOLNA","joakim.björk@me.se","075 834 46 34",1,"sv_SE"
"part_jobseeker_047","Jonas Bergman","Ekensbergsbryggan 142",713 50,"base.se","SOLNA","jonas.bergman@me.se","072 418 18 59",1,"sv_SE"
"part_jobseeker_048","Dennis Gunnarsson","Ekensbergsvägen 20",194 55,"base.se","STOCKHOLM","dennis.gunnarsson@me.se","073 283 27 02",1,"sv_SE"
"part_jobseeker_049","Johannes Holm","Ekermans Gränd 127",333 88,"base.se","MALMÖ","johannes.holm@me.se","070 227 10 81",1,"sv_SE"
"part_jobseeker_050","Hugo Wikström","Eknäsvägen 152",211 03,"base.se","MALMÖ","hugo.wikström@me.se","079 606 23 51",1,"sv_SE"
"part_jobseeker_051","Gabriel Samuelsson","Eldarvägen 174",343 00,"base.se","MALMÖ","gabriel.samuelsson@me.se","071 226 68 67",1,"sv_SE"
"part_jobseeker_052","Tim Isaksson","Elersvägen 73",800 79,"base.se","MALMÖ","tim.isaksson@me.se","072 655 57 73",1,"sv_SE"
"part_jobseeker_053","Henrik Fransson","Engelbrekts Kyrkogata 12",654 34,"base.se","MALMÖ","henrik.fransson@me.se","076 768 24 86",1,"sv_SE"
"part_jobseeker_054","Edvin Bergqvist","Engelbrektsgatan 100",979 18,"base.se","MALMÖ","edvin.bergqvist@me.se","074 665 70 07",1,"sv_SE"
"part_jobseeker_055","Casper Nyström","Engelbrektsplan 7",605 01,"base.se","MALMÖ","casper.nyström@me.se","079 554 17 97",1,"sv_SE"
"part_jobseeker_056","Mikael Holmberg","Ensittarvägen 113",567 87,"base.se","LUND","mikael.holmberg@me.se","072 982 35 15",1,"sv_SE"
"part_jobseeker_057","Alex Arvidsson","Eolsgatan 10",645 65,"base.se","SOLNA","alex.arvidsson@me.se","075 892 77 85",1,"sv_SE"
"part_jobseeker_058","Arvid Löfgren","Eremitvägen 82",899 63,"base.se","ALNARP","arvid.löfgren@me.se","078 026 40 16",1,"sv_SE"
"part_jobseeker_059","John Söderberg","Erik Dahlbergsallén 200",756 65,"base.se","HELSINGBORG","john.söderberg@me.se","071 574 85 37",1,"sv_SE"
"part_jobseeker_060","Benjamin Nyberg","Erik Dahlbergsgatan 57",123 97,"base.se","HELSINGBORG","benjamin.nyberg@me.se","073 713 08 83",1,"sv_SE"
"part_jobseeker_061","Christian Blomqvist","Eriksbergsgatan 156",934 04,"base.se","KLIPPAN","christian.blomqvist@me.se","074 417 73 51",1,"sv_SE"
"part_jobseeker_062","Rickard Claesson","Eriksdalsgatan 135",127 89,"base.se","FALKENBERG","rickard.claesson@me.se","078 560 53 04",1,"sv_SE"
"part_jobseeker_063","André Nordström","Ernst Ahlgrens Väg 27",491 13,"base.se","GÖTEBORG","andré.nordström@me.se","077 413 39 82",1,"sv_SE"
"part_jobseeker_064","Olle Mårtensson","Erstagatan 84",526 05,"base.se","GÖTEBORG","olle.mårtensson@me.se","070 449 51 62",1,"sv_SE"
"part_jobseeker_065","Patrik Lundström","Essinge Brogata 69",471 69,"base.se","GÖTEBORG","patrik.lundström@me.se","079 647 78 78",1,"sv_SE"
"part_jobseeker_066","Adrian Ahmed","Essinge Högväg 159",506 12,"base.se","STOCKHOLM","adrian.ahmed@me.se","075 272 11 40",1,"sv_SE"
"part_jobseeker_067","Mohammed Viklund","Essinge Kyrkväg 182",493 69,"base.se","SKÄRHOLMEN","mohammed.viklund@me.se","079 988 58 51",1,"sv_SE"
"part_jobseeker_068","Nils Björklund","Essingekroken 193",160 24,"base.se","STOCKHOLM","nils.björklund@me.se","073 913 80 49",1,"sv_SE"
"part_jobseeker_069","Fabian Eliasson","Essingeringen 28",749 97,"base.se","VARBERG","fabian.eliasson@me.se","072 378 66 56",1,"sv_SE"
"part_jobseeker_070","Hannes Pålsson","Essingestråket 31",115 44,"base.se","STOCKHOLM","hannes.pålsson@me.se","070 131 44 43",1,"sv_SE"
"part_jobseeker_071","Theodor Hassan","Essingetorget 129",836 98,"base.se","SOLNA","theodor.hassan@me.se","074 332 13 29",1,"sv_SE"
"part_jobseeker_072","Alfred Berggren","Exercisplan 152",750 20,"base.se","TÄBY","alfred.berggren@me.se","077 974 46 38",1,"sv_SE"
"part_jobseeker_073","Josef Sandström","Falkenbergsgatan 141",273 61,"base.se","VÄLLINGBY","josef.sandström@me.se","076 430 95 95",1,"sv_SE"
"part_jobseeker_074","Kim Lund","Falugatan 35",194 96,"base.se","VÄLLINGBY","kim.lund@me.se","074 490 48 17",1,"sv_SE"
"part_jobseeker_075","Leo Nordin","Fartygsgatan 155",968 36,"base.se","SOLLENTUNA","leo.nordin@me.se","075 784 73 45",1,"sv_SE"
"part_jobseeker_076","Wilhelm Ström","Fatburs Brunnsgata 96",273 14,"base.se","ANDERSTORP","wilhelm.ström@me.se","078 975 40 64",1,"sv_SE"
"part_jobseeker_077","Måns Åberg","Fatburs Kvarngata 121",879 94,"base.se","SUNDBYBERG","måns.åberg@me.se","079 383 05 05",1,"sv_SE"
"part_jobseeker_078","Robert Hermansson","Fatbursgatan 40",656 50,"base.se","HELSINGBORG","robert.hermansson@me.se","071 379 41 09",1,"sv_SE"
"part_jobseeker_079","Jimmy Ekström","Fatburstrappan 84",900 27,"base.se","STOCKHOLM","jimmy.ekström@me.se","076 996 35 21",1,"sv_SE"
"part_jobseeker_080","Ali Falk","Ferkens Gränd 15",491 35,"base.se","STOCKHOLM","ali.falk@me.se","071 064 13 76",1,"sv_SE"
"part_jobseeker_081","Petter Holmgren","Finska Kyrkogränd 153",401 94,"base.se","BROMMA","petter.holmgren@me.se","072 747 89 86",1,"sv_SE"
"part_jobseeker_082","Tom Dahlberg","Fiskargatan 109",753 53,"base.se","LJUNGSARP","tom.dahlberg@me.se","072 814 45 60",1,"sv_SE"
"part_jobseeker_083","Thomas Hellström","Fiskartorpsvägen 77",361 40,"base.se","VÄSTERÅS","thomas.hellström@me.se","076 384 52 24",1,"sv_SE"
"part_jobseeker_084","August Hedlund","Fisksjöängsvägen 171",778 16,"base.se","STOCKHOLM","august.hedlund@me.se","076 676 38 84",1,"sv_SE"
"part_jobseeker_085","Olof Sundberg","Fjällgatan 66",673 79,"base.se","VÄNERSBORG","olof.sundberg@me.se","072 577 09 80",1,"sv_SE"
"part_jobseeker_086","Love Sjögren","Fjärde Bassängvägen 103",847 25,"base.se","VEDUM","love.sjögren@me.se","074 386 93 79",1,"sv_SE"
"part_jobseeker_087","Eddie Ek","Flaggmansvägen 166",140 14,"base.se","SKÄRHOLMEN","eddie.ek@me.se","074 579 56 60",1,"sv_SE"
"part_jobseeker_088","Vincent Blom","Fleminggatan 172",764 21,"base.se","HUDIKSVALL","vincent.blom@me.se","074 756 91 43",1,"sv_SE"
"part_jobseeker_089","Kalle Abrahamsson","Flintbacken 94",280 93,"base.se","VÄXJÖ","kalle.abrahamsson@me.se","079 177 87 60",1,"sv_SE"
"part_jobseeker_090","Ahmed Martinsson","Floragatan 97",804 33,"base.se","SKÄRHOLMEN","ahmed.martinsson@me.se","071 802 73 97",1,"sv_SE"
"part_jobseeker_091","Magnus Öberg","Flottbrovägen 4",594 95,"base.se","STOCKHOLM","magnus.öberg@me.se","079 429 61 90",1,"sv_SE"
"part_jobseeker_092","Jens Andreasson","Folkskolegatan 95",708 79,"base.se","SOLLENTUNA","jens.andreasson@me.se","076 638 53 57",1,"sv_SE"
"part_jobseeker_093","Elliot Strömberg","Folkungagatan 119",778 27,"base.se","STOCKHOLM","elliot.strömberg@me.se","078 678 23 32",1,"sv_SE"
"part_jobseeker_094","Noah Månsson","Folkungatrappan 36",503 07,"base.se","ÖREBRO","noah.månsson@me.se","071 393 84 01",1,"sv_SE"
"part_jobseeker_095","Per Åkesson","Franzéngatan 38",746 16,"base.se","STOCKHOLM","per.åkesson@me.se","075 345 23 36",1,"sv_SE"
"part_jobseeker_096","Jack Hansen","Fredhällsgatan 56",855 85,"base.se","BROMMA","jack.hansen@me.se","079 282 82 49",1,"sv_SE"
"part_jobseeker_097","Anders Norberg","Fredmansgatan 185",326 86,"base.se","GÖTEBORG","anders.norberg@me.se","073 390 27 00",1,"sv_SE"
"part_jobseeker_098","Björn Lindholm","Fredrik Bloms Väg 160",239 29,"base.se","SKÄRHOLMEN","björn.lindholm@me.se","077 909 43 02",1,"sv_SE"
"part_jobseeker_099","Douglas Dahl","Fredriksdalsgatan 107",538 49,"base.se","SOLNA","douglas.dahl@me.se","074 688 70 23",1,"sv_SE"
"part_jobseeker_100","Emanuel Jonasson","Fredrikshovsgatan 123",680 01,"base.se","HUDDINGE","emanuel.jonasson@me.se","073 954 20 97",1,"sv_SE"
"part_jobseeker_101","Julius Backman","Fredsborgsgatan 151",218 41,"base.se","ALINGSÅS","julius.backman@me.se","079 830 62 77",1,"sv_SE"
"part_jobseeker_102","Emma Bengtsson","Fredsborgstorget 36",912 94,"base.se","HÄGERSTEN","emma.bengtsson@me.se","079 259 76 64",1,"sv_SE"
"part_jobseeker_103","Julia Berg","Fredsgatan 39",844 69,"base.se","MÖLNDAL","julia.berg@me.se","076 717 03 76",1,"sv_SE"
"part_jobseeker_104","Elin Bergdahl","Fregattvägen 194",128 29,"base.se","BORLÄNGE","elin.bergdahl@me.se","078 578 68 11",1,"sv_SE"
"part_jobseeker_105","Hanna Berggren","Frejgatan 98",564 91,"base.se","GISLAVED","hanna.berggren@me.se","071 800 12 51",1,"sv_SE"
"part_jobseeker_106","Amanda Bergkvist","Fridhemsgatan 186",761 04,"base.se","SOLNA","amanda.bergkvist@me.se","075 239 24 69",1,"sv_SE"
"part_jobseeker_107","Linnéa Berglund","Fridhemsplan 101",272 64,"base.se","VÄRMDÖ","linnéa.berglund@me.se","076 133 26 71",1,"sv_SE"
"part_jobseeker_108","Wilma Bergman","Friggagatan 191",274 99,"base.se","HÄGERSTEN","wilma.bergman@me.se","072 163 74 39",1,"sv_SE"
"part_jobseeker_109","Matilda Bergqvist","Frihamnsgatan 176",607 76,"base.se","LULEÅ","matilda.bergqvist@me.se","076 156 48 71",1,"sv_SE"
"part_jobseeker_110","Moa Bergsten","Fryxellsgatan 125",235 61,"base.se","NORASTRÖM","moa.bergsten@me.se","072 148 95 03",1,"sv_SE"
"part_jobseeker_111","Ida Bergstrand","Frödingsvägen 16",409 26,"base.se","ÖJEBYN","ida.bergstrand@me.se","073 395 50 35",1,"sv_SE"
"part_jobseeker_112","Maja Bergström","Funckens Gränd 95",471 21,"base.se","STOCKHOLM","maja.bergström@me.se","072 436 27 48",1,"sv_SE"
"part_jobseeker_113","Sara Bergvall","Furusundsgatan 181",132 03,"base.se","JÄRFÄLLA","sara.bergvall@me.se","075 534 78 36",1,"sv_SE"
"part_jobseeker_114","Johanna Berntsson","Fyrverkarbacken 152",147 17,"base.se","TYRESÖ","johanna.berntsson@me.se","073 878 81 05",1,"sv_SE"
"part_jobseeker_115","Emelie Bertilsson","Fågelbärsgården 75",269 59,"base.se","VARA","emelie.bertilsson@me.se","074 864 55 85",1,"sv_SE"
"part_jobseeker_116","Felicia Birgersson","Fågelhundsgatan 3",982 22,"base.se","KISTA","felicia.birgersson@me.se","074 973 35 01",1,"sv_SE"
"part_jobseeker_117","Emilia Björk","Fågelsångens Gårdsväg 121",551 27,"base.se","SOLNA","emilia.björk@me.se","071 514 43 37",1,"sv_SE"
"part_jobseeker_118","Ebba Björklund","Fågelsångsvägen 14",912 65,"base.se","STOCKHOLM","ebba.björklund@me.se","074 809 95 50",1,"sv_SE"
"part_jobseeker_119","Josefine Björkman","Färgargårdstorget 189",598 07,"base.se","RÖNNINGE","josefine.björkman@me.se","079 210 30 02",1,"sv_SE"
"part_jobseeker_120","Clara Blixt","Förmansvägen 86",598 29,"base.se","STOCKHOLM","clara.blixt@me.se","070 530 77 73",1,"sv_SE"
"part_jobseeker_121","Sofia Blom","Förskeppsgatan 180",312 07,"base.se","STRÄNGNÄS","sofia.blom@me.se","073 313 58 13",1,"sv_SE"
"part_jobseeker_122","Anna Blomberg","Första Bassängvägen 145",677 02,"base.se","SKOGÅS","anna.blomberg@me.se","077 563 42 08",1,"sv_SE"
"part_jobseeker_123","Frida Blomgren","Gaffelgränd 61",356 32,"base.se","ANDERSTORP","frida.blomgren@me.se","074 500 43 26",1,"sv_SE"
"part_jobseeker_124","Rebecka Blomkvist","Galärvarvsvägen 58",526 45,"base.se","ESKILSTUNA","rebecka.blomkvist@me.se","079 633 85 72",1,"sv_SE"
"part_jobseeker_125","Ellen Blomqvist","Gambrinusgatan 64",674 80,"base.se","ROSERSBERG","ellen.blomqvist@me.se","076 425 85 89",1,"sv_SE"
"part_jobseeker_126","Lovisa Bodin","Gamla Brogatan 54",139 92,"base.se","SUNDSVALL","lovisa.bodin@me.se","072 822 20 03",1,"sv_SE"
"part_jobseeker_127","Alexandra Bohlin","Gamla Lundagatan 122",263 87,"base.se","BROMMA","alexandra.bohlin@me.se","070 033 21 93",1,"sv_SE"
"part_jobseeker_128","Olivia Bohman","Gammelgårdsgränd 98",483 95,"base.se","BROMMA","olivia.bohman@me.se","077 149 26 08",1,"sv_SE"
"part_jobseeker_129","Isabelle Bolin","Gammelgårdsvägen 84",950 96,"base.se","STOCKHOLM","isabelle.bolin@me.se","072 740 98 13",1,"sv_SE"
"part_jobseeker_130","Lisa Boman","Garvar Lundins Gränd 147",935 52,"base.se","SOLLENTUNA","lisa.boman@me.se","079 827 18 64",1,"sv_SE"
"part_jobseeker_131","Alice Borg","Garvargatan 11",458 08,"base.se","SÖDERTÄLJE","alice.borg@me.se","078 483 30 86",1,"sv_SE"
"part_jobseeker_132","Fanny Borgström","Gasverksvägen 153",841 91,"base.se","SOLLENTUNA","fanny.borgström@me.se","079 012 50 59",1,"sv_SE"
"part_jobseeker_133","Jennifer Boström","Gaveliusgatan 47",391 53,"base.se","SOLLENTUNA","jennifer.boström@me.se","077 225 80 27",1,"sv_SE"
"part_jobseeker_134","Alva Brandt","Geijersvägen 102",986 77,"base.se","KÖPINGSVIK","alva.brandt@me.se","073 947 99 16",1,"sv_SE"
"part_jobseeker_135","Sandra Brink","Gillögagatan 56",449 04,"base.se","KALMAR","sandra.brink@me.se","076 269 05 09",1,"sv_SE"
"part_jobseeker_136","Linn Broberg","Gjutargatan 153",407 38,"base.se","SOLLENTUNA","linn.broberg@me.se","078 865 57 51",1,"sv_SE"
"part_jobseeker_137","Nathalie Brodin","Gjörwellsgatan 69",290 43,"base.se","SOLNA","nathalie.brodin@me.se","071 470 30 79",1,"sv_SE"
"part_jobseeker_138","Malin Brolin","Glasbruksgatan 67",595 86,"base.se","KARLSKRONA","malin.brolin@me.se","078 313 84 44",1,"sv_SE"
"part_jobseeker_139","Evelina Broman","Glödlampsgränd 186",172 55,"base.se","MALMÖ","evelina.broman@me.se","079 180 45 71",1,"sv_SE"
"part_jobseeker_140","Filippa Broström","Gotlandsgatan 61",698 37,"base.se","SOLLENTUNA","filippa.broström@me.se","076 523 05 84",1,"sv_SE"
"part_jobseeker_141","Louise Brännström","Grenljusbacken 48",970 97,"base.se","ÄNGELHOLM","louise.brännström@me.se","077 944 10 75",1,"sv_SE"
"part_jobseeker_142","Victoria Burman","Grev Magnigatan 166",183 50,"base.se","KIRUNA","victoria.burman@me.se","073 209 59 35",1,"sv_SE"
"part_jobseeker_143","Kajsa Bylund","Grev Turegatan 9",288 69,"base.se","STOCKHOLM","kajsa.bylund@me.se","071 759 24 07",1,"sv_SE"
"part_jobseeker_144","Lina Byström","Greve Von Essens Väg 63",493 32,"base.se","STOCKHOLM","lina.byström@me.se","070 223 78 05",1,"sv_SE"
"part_jobseeker_145","Agnes Bäck","Grevgatan 140",115 13,"base.se","LUND","agnes.bäck@me.se","078 797 26 29",1,"sv_SE"
"part_jobseeker_146","Sofie Bäckman","Grevgränd 22",780 95,"base.se","MÖLNDAL","sofie.bäckman@me.se","072 060 82 68",1,"sv_SE"
"part_jobseeker_147","Isabella Bäckström","Grindsgatan 106",758 96,"base.se","VARA","isabella.bäckström@me.se","074 415 78 37",1,"sv_SE"
"part_jobseeker_148","Tilda Börjesson","Grubbens Gata 54",631 02,"base.se","ENSKEDE","tilda.börjesson@me.se","074 086 19 03",1,"sv_SE"
"part_jobseeker_149","Mikaela Carlberg","Grubbensringen 137",433 64,"base.se","HANINGE","mikaela.carlberg@me.se","073 608 83 99",1,"sv_SE"
"part_jobseeker_150","Nora Carlson","Grubbenstorget 147",296 71,"base.se","STOCKHOLM","nora.carlson@me.se","075 225 26 71",1,"sv_SE"
"part_jobseeker_151","Jenny Carlsson","Gruvbacken 168",562 46,"base.se","STOCKHOLM","jenny.carlsson@me.se","073 710 53 11",1,"sv_SE"
"part_jobseeker_152","Cornelia Chen","Grytgjutargången 31",243 95,"base.se","STOCKHOLM","cornelia.chen@me.se","074 351 48 00",1,"sv_SE"
"part_jobseeker_153","Madeleine Christensen","Gräsgatan 120",542 54,"base.se","VARBERG","madeleine.christensen@me.se","075 081 67 72",1,"sv_SE"
"part_jobseeker_154","Sanna Claesson","Grönbrinksgatan 130",449 63,"base.se","DANDERYD","sanna.claesson@me.se","072 723 59 07",1,"sv_SE"
"part_jobseeker_155","Alma Dahl","Gröndalshamnen 81",244 31,"base.se","HELSINGBORG","alma.dahl@me.se","074 508 24 95",1,"sv_SE"
"part_jobseeker_156","Caroline Dahlberg","Gröndalsvägen 73",881 60,"base.se","JÄRFÄLLA","caroline.dahlberg@me.se","075 728 66 83",1,"sv_SE"
"part_jobseeker_157","Elsa Dahlén","Gudöbroleden 32",280 05,"base.se","STOCKHOLM","elsa.dahlén@me.se","077 933 48 35",1,"sv_SE"
"part_jobseeker_158","Erika Dahlgren","Guldgränd 52",453 71,"base.se","STOCKHOLM","erika.dahlgren@me.se","076 445 57 54",1,"sv_SE"
"part_jobseeker_159","Saga Dahlin","Gumshornsgatan 45",870 28,"base.se","STOCKHOLM","saga.dahlin@me.se","078 769 64 79",1,"sv_SE"
"part_jobseeker_160","Jessica Dahlqvist","Gustav Adolfs Torg 92",349 75,"base.se","BORLÄNGE","jessica.dahlqvist@me.se","077 180 70 67",1,"sv_SE"
"part_jobseeker_161","Maria Dahlström","Gyldéngatan 65",833 41,"base.se","MALMÖ","maria.dahlström@me.se","073 613 75 30",1,"sv_SE"
"part_jobseeker_162","Ella Danielsson","Gyllenborgsgatan 23",573 14,"base.se","STOCKHOLM","ella.danielsson@me.se","074 983 32 97",1,"sv_SE"
"part_jobseeker_163","Emmy Davidsson","Gyllenstiernsgatan 160",845 24,"base.se","SALTSJÖBADEN","emmy.davidsson@me.se","074 397 58 91",1,"sv_SE"
"part_jobseeker_164","Nellie Edberg","Gåsgränd 39",738 75,"base.se","KUMLA","nellie.edberg@me.se","077 092 23 28",1,"sv_SE"
"part_jobseeker_165","Alicia Edin","Gärdesgatan 67",621 56,"base.se","VÄSTERÅS","alicia.edin@me.se","075 796 77 67",1,"sv_SE"
"part_jobseeker_166","Jasmine Edlund","Gästrikegatan 177",987 58,"base.se","EKSJÖ","jasmine.edlund@me.se","073 923 34 96",1,"sv_SE"
"part_jobseeker_167","Ellinor Edman","Gävlegatan 45",818 90,"base.se","MALMÖ","ellinor.edman@me.se","075 610 62 76",1,"sv_SE"
"part_jobseeker_168","Therese Edström","Göran Hälsinges Gränd 89",193 39,"base.se","GÖTEBORG","therese.edström@me.se","073 934 87 48",1,"sv_SE"
"part_jobseeker_169","Carolina Edvardsson","Götgatan 74",130 34,"base.se","MALMÖ","carolina.edvardsson@me.se","075 829 57 63",1,"sv_SE"
"part_jobseeker_170","Stina Blixt","Hagagatan 22",314 68,"base.se","GÖTEBORG","stina.blixt@me.se","072 055 27 69",1,"sv_SE"
"part_jobseeker_171","Ronja Blom","Hagagränd 27",807 18,"base.se","BORLÄNGE","ronja.blom@me.se","076 307 24 28",1,"sv_SE"
"part_jobseeker_172","Jonna Blomberg","Hallandsgatan 183",489 03,"base.se","NORRKÖPING","jonna.blomberg@me.se","074 100 41 49",1,"sv_SE"
"part_jobseeker_173","My Blomgren","Hamburgsvägen 68",632 05,"base.se","STOCKHOLM","my.blomgren@me.se","076 351 56 39",1,"sv_SE"
"part_jobseeker_174","Linda Blomkvist","Hammarby Allé 188",722 93,"base.se","SKOGÅS","linda.blomkvist@me.se","070 215 90 82",1,"sv_SE"
"part_jobseeker_175","Cecilia Blomqvist","Hammarby Fabriksväg 29",302 86,"base.se","LOTORP","cecilia.blomqvist@me.se","072 779 75 02",1,"sv_SE"
"part_jobseeker_176","Annie Bodin","Hammarby Kaj 23",214 95,"base.se","KARLSTAD","annie.bodin@me.se","079 793 97 77",1,"sv_SE"
